Current;Best
494;494
419;494
1372;1372
1490;1490
1836;1836
2411;2411
2978;2978
2630;2978
1997;2978
2677;2978
4880;4880
4239;4880
3590;4880
3517;4880
3303;4880
3013;4880
2812;4880
3214;4880
3899;4880
4269;4880
4782;4880
4654;4880
4924;4924
4917;4924
5285;5285
5071;5285
5219;5285
5195;5285
4779;5285
5130;5285
4617;5285
4600;5285
4031;5285
4673;5285
4272;5285
4295;5285
4714;5285
4522;5285
4588;5285
4780;5285
4211;5285
3812;5285
3611;5285
3105;5285
3814;5285
3964;5285
3482;5285
3903;5285
3424;5285
3366;5285
2666;5285
2774;5285
2096;5285
2210;5285
3389;5285
3512;5285
3639;5285
3541;5285
3742;5285
3899;5285
4495;5285
4038;5285
4172;5285
5481;5481
6016;6016
6079;6079
5481;6079
5472;6079
5097;6079
5594;6079
5744;6079
5631;6079
5430;6079
4861;6079
4891;6079
4836;6079
4267;6079
4475;6079
5153;6079
5239;6079
5119;6079
5136;6079
4812;6079
4413;6079
4151;6079
5268;6079
5560;6079
5141;6079
5624;6079
5947;6079
5591;6079
6194;6194
6591;6591
6235;6591
6432;6591
7140;7140
6739;7140
6282;7140
6127;7140
6136;7140
6104;7140
6352;7140
6138;7140
6079;7140
5542;7140
5171;7140
4634;7140
4944;7140
4546;7140
5694;7140
5576;7140
5395;7140
4826;7140
4462;7140
4669;7140
5272;7140
4703;7140
4669;7140
4685;7140
4540;7140
4601;7140
6095;7140
6665;7140
6459;7140
6184;7140
6182;7140
6001;7140
5607;7140
5191;7140
5183;7140
5100;7140
4859;7140
4574;7140
4859;7140
4942;7140
5035;7140
4498;7140
5047;7140
4722;7140
4321;7140
4073;7140
4106;7140
4190;7140
3772;7140
3174;7140
2507;7140
2364;7140
2923;7140
2999;7140
2580;7140
2378;7140
2506;7140
1780;7140
1422;7140
1240;7140
1664;7140
2357;7140
1820;7140
1350;7140
1155;7140
1345;7140
2483;7140
2127;7140
1986;7140
3668;7140
3876;7140
4492;7140
4278;7140
4541;7140
4119;7140
3495;7140
4300;7140
4086;7140
3437;7140
3842;7140
3687;7140
3363;7140
3760;7140
4158;7140
4385;7140
4616;7140
4800;7140
5106;7140
5247;7140
5587;7140
5171;7140
5030;7140
5527;7140
5681;7140
5500;7140
6012;7140
6363;7140
5944;7140
5877;7140
5722;7140
5655;7140
